Close,Open,Time,TradedVolume,askClose,bidClose,ema
0.0,0.0,2018-03-12  23:00:00,84,1.23344,1.23329,1.233365
0.0,0.0,2018-03-12  23:01:00,39,1.2334,1.23334,1.233365
0.0,0.0,2018-03-12  23:02:00,86,1.2334,1.23334,1.233365
0.0,0.0,2018-03-12  23:03:00,37,1.23339,1.23333,1.233365
0.0,0.0,2018-03-12  23:04:00,57,1.23339,1.23333,1.233365
0.0,0.0,2018-03-12  23:05:00,44,1.2334,1.23334,1.233365
0.0,0.0,2018-03-12  23:06:00,13,1.2334,1.23334,1.233365
0.0,0.0,2018-03-12  23:07:00,30,1.2334,1.23334,1.233365
0.0,0.0,2018-03-12  23:08:00,59,1.2334,1.23334,1.233365
0.0,0.0,2018-03-12  23:09:00,61,1.23335,1.23329,1.233365
0.0,0.0,2018-03-12  23:10:00,36,1.23338,1.23332,1.233365
0.0,0.0,2018-03-12  23:11:00,86,1.23342,1.23336,1.233365
0.0,0.0,2018-03-12  23:12:00,44,1.23348,1.23333,1.233365
0.0,0.0,2018-03-12  23:13:00,153,1.23358,1.23352,1.233365
0.0,0.0,2018-03-12  23:14:00,54,1.23359,1.23353,1.233366
0.0,0.0,2018-03-12  23:15:00,194,1.23373,1.23358,1.233367
0.0,0.0,2018-03-12  23:16:00,153,1.23379,1.23364,1.233368
0.0,0.0,2018-03-12  23:17:00,94,1.23379,1.23364,1.233369
0.0,0.0,2018-03-12  23:18:00,176,1.23387,1.23372,1.23337
0.0,0.0,2018-03-12  23:19:00,199,1.23369,1.23363,1.233371
0.0,0.0,2018-03-12  23:20:00,92,1.2337,1.23355,1.233372
0.0,0.0,2018-03-12  23:21:00,46,1.23369,1.23363,1.233373
0.0,0.0,2018-03-12  23:22:00,61,1.23364,1.23358,1.233374
0.0,0.0,2018-03-12  23:23:00,107,1.23354,1.23348,1.233375
0.0,0.0,2018-03-12  23:24:00,26,1.23354,1.23348,1.233375
0.0,0.0,2018-03-12  23:25:00,19,1.23354,1.23348,1.233375
0.0,0.0,2018-03-12  23:26:00,42,1.23364,1.23349,1.233375
0.0,0.0,2018-03-12  23:27:00,48,1.2337,1.23355,1.233376
0.0,0.0,2018-03-12  23:28:00,47,1.23368,1.23362,1.233377
0.0,0.0,2018-03-12  23:29:00,52,1.2337,1.23364,1.233378
0.0,0.0,2018-03-12  23:30:00,28,1.23365,1.23359,1.233379
0.0,0.0,2018-03-12  23:31:00,78,1.23364,1.23358,1.23338
0.0,0.0,2018-03-12  23:32:00,17,1.23369,1.23363,1.233381
0.0,0.0,2018-03-12  23:33:00,14,1.23369,1.23363,1.233382
0.0,0.0,2018-03-12  23:34:00,40,1.23369,1.23354,1.233383
0.0,0.0,2018-03-12  23:35:00,26,1.23369,1.23354,1.233384
0.0,0.0,2018-03-12  23:36:00,69,1.23376,1.23361,1.233385
0.0,0.0,2018-03-12  23:37:00,80,1.23374,1.23359,1.233386
0.0,0.0,2018-03-12  23:38:00,99,1.2338,1.23374,1.233387
0.0,0.0,2018-03-12  23:39:00,143,1.23404,1.23389,1.233388
0.0,0.0,2018-03-12  23:40:00,46,1.23395,1.23389,1.23339
0.0,0.0,2018-03-12  23:41:00,67,1.23388,1.23382,1.233392
0.0,0.0,2018-03-12  23:42:00,32,1.23389,1.23374,1.233394
0.0,0.0,2018-03-12  23:43:00,39,1.23384,1.23378,1.233395
0.0,0.0,2018-03-12  23:44:00,53,1.23386,1.23371,1.233396
0.0,0.0,2018-03-12  23:45:00,55,1.23384,1.23378,1.233397
0.0,0.0,2018-03-12  23:46:00,104,1.23401,1.23386,1.233398
0.0,0.0,2018-03-12  23:47:00,22,1.23394,1.23388,1.2334
0.0,0.0,2018-03-12  23:48:00,16,1.23394,1.23388,1.233402
0.0,0.0,2018-03-12  23:49:00,69,1.23385,1.23379,1.233404
0.0,0.0,2018-03-12  23:50:00,49,1.23385,1.23379,1.233405
0.0,0.0,2018-03-12  23:51:00,26,1.23385,1.23379,1.233406
0.0,0.0,2018-03-12  23:52:00,11,1.23384,1.23378,1.233407
0.0,0.0,2018-03-12  23:53:00,64,1.23375,1.23369,1.233408
0.0,0.0,2018-03-12  23:54:00,87,1.23385,1.2337,1.233409
0.0,0.0,2018-03-12  23:55:00,66,1.23385,1.23379,1.23341
0.0,0.0,2018-03-12  23:56:00,133,1.23399,1.23384,1.233411
0.0,0.0,2018-03-12  23:57:00,52,1.23394,1.23379,1.233413
0.0,0.0,2018-03-12  23:58:00,162,1.234,1.23385,1.233415
0.0,0.0,2018-03-12  23:59:00,83,1.23396,1.23381,1.233417
0.0,0.0,2018-03-13  00:00:00,583,1.23403,1.23397,1.233419
0.0,0.0,2018-03-13  00:01:00,292,1.23399,1.23393,1.233421
0.0,0.0,2018-03-13  00:02:00,45,1.23396,1.2339,1.233423
0.0,0.0,2018-03-13  00:03:00,116,1.23403,1.23397,1.233425
0.0,0.0,2018-03-13  00:04:00,297,1.234,1.23394,1.233427
0.0,0.0,2018-03-13  00:05:00,113,1.23402,1.23396,1.233429
0.0,0.0,2018-03-13  00:06:00,255,1.23415,1.234,1.233431
0.0,0.0,2018-03-13  00:07:00,129,1.23406,1.23391,1.233433
0.0,0.0,2018-03-13  00:08:00,147,1.23402,1.23396,1.233435
0.0,0.0,2018-03-13  00:09:00,245,1.23393,1.23387,1.233437
0.0,0.0,2018-03-13  00:10:00,168,1.23381,1.23366,1.233439
0.0,0.0,2018-03-13  00:11:00,173,1.2337,1.23355,1.23344
0.0,0.0,2018-03-13  00:12:00,139,1.2337,1.23364,1.233441
0.0,0.0,2018-03-13  00:13:00,151,1.23383,1.23368,1.233442
0.0,0.0,2018-03-13  00:14:00,101,1.2338,1.23374,1.233443
0.0,0.0,2018-03-13  00:15:00,218,1.23384,1.23378,1.233444
0.0,0.0,2018-03-13  00:16:00,136,1.23386,1.23371,1.233445
0.0,0.0,2018-03-13  00:17:00,118,1.23371,1.23365,1.233446
0.0,0.0,2018-03-13  00:18:00,154,1.23371,1.23365,1.233447
0.0,0.0,2018-03-13  00:19:00,248,1.23375,1.23369,1.233448
0.0,0.0,2018-03-13  00:20:00,194,1.23381,1.23375,1.233449
0.0,0.0,2018-03-13  00:21:00,135,1.23392,1.23377,1.23345
0.0,0.0,2018-03-13  00:22:00,241,1.23384,1.23378,1.233451
0.0,0.0,2018-03-13  00:23:00,145,1.23395,1.2338,1.233452
0.0,0.0,2018-03-13  00:24:00,160,1.23395,1.23389,1.233453
0.0,0.0,2018-03-13  00:25:00,144,1.23401,1.23395,1.233455
0.0,0.0,2018-03-13  00:26:00,214,1.2341,1.23404,1.233457
0.0,0.0,2018-03-13  00:27:00,44,1.2341,1.23404,1.233459
0.0,0.0,2018-03-13  00:28:00,68,1.234,1.23394,1.233461
0.0,0.0,2018-03-13  00:29:00,230,1.23431,1.23425,1.233463
0.0,0.0,2018-03-13  00:30:00,134,1.2343,1.23424,1.233466
0.0,0.0,2018-03-13  00:31:00,114,1.23429,1.23414,1.233469
0.0,0.0,2018-03-13  00:32:00,59,1.23426,1.2342,1.233471
0.0,0.0,2018-03-13  00:33:00,219,1.23448,1.23442,1.233474
0.0,0.0,2018-03-13  00:34:00,277,1.23435,1.23429,1.233477
0.0,0.0,2018-03-13  00:35:00,305,1.23446,1.23431,1.23348
0.0,0.0,2018-03-13  00:36:00,340,1.23426,1.2342,1.233483
0.0,0.0,2018-03-13  00:37:00,247,1.23429,1.23414,1.233485
0.0,0.0,2018-03-13  00:38:00,241,1.23434,1.23419,1.233487
0.0,0.0,2018-03-13  00:39:00,113,1.23424,1.23418,1.23349
0.0,0.0,2018-03-13  00:40:00,303,1.2342,1.23414,1.233492
0.0,0.0,2018-03-13  00:41:00,187,1.23404,1.23398,1.233494
0.0,0.0,2018-03-13  00:42:00,204,1.23415,1.23409,1.233496
0.0,0.0,2018-03-13  00:43:00,211,1.23409,1.23403,1.233498
0.0,0.0,2018-03-13  00:44:00,134,1.23413,1.23407,1.2335
0.0,0.0,2018-03-13  00:45:00,125,1.2341,1.23404,1.233502
0.0,0.0,2018-03-13  00:46:00,287,1.23405,1.23399,1.233504
0.0,0.0,2018-03-13  00:47:00,298,1.2341,1.23404,1.233506
0.0,0.0,2018-03-13  00:48:00,247,1.23399,1.23393,1.233508
0.0,0.0,2018-03-13  00:49:00,191,1.23403,1.23388,1.23351
0.0,0.0,2018-03-13  00:50:00,164,1.23416,1.2341,1.233511
0.0,0.0,2018-03-13  00:51:00,293,1.23394,1.23388,1.233513
0.0,0.0,2018-03-13  00:52:00,144,1.23388,1.23382,1.233514
0.0,0.0,2018-03-13  00:53:00,182,1.2339,1.23384,1.233515
0.0,0.0,2018-03-13  00:54:00,360,1.23402,1.23396,1.233516
0.0,0.0,2018-03-13  00:55:00,376,1.23405,1.23399,1.233518
0.0,0.0,2018-03-13  00:56:00,195,1.23403,1.23397,1.23352
0.0,0.0,2018-03-13  00:57:00,95,1.23398,1.23392,1.233522
0.0,0.0,2018-03-13  00:58:00,211,1.23394,1.23388,1.233523
0.0,0.0,2018-03-13  00:59:00,175,1.23404,1.23398,1.233524
